
时间2 (秒 s)	角2 (弧度 rad)	角速度2 (弧度/秒 rad/s)	角加速度2 (弧度/秒² rad/s²)	位置2 (米 m)	速度2 (米/秒 m/s)	加速度2 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)
12.530	-0.105	0.873	-43.633	-0.0025	0.021	-1.042	12.530	-0.122	0.000	3.875E-12	-0.0029	0.000	9.263E-14
12.540	-0.105	0.000	-43.633	-0.0025	0.000	-1.042	12.540	-0.122	0.873	43.633	-0.0029	0.021	1.042
12.550	-0.105	0.000	43.633	-0.0025	0.000	1.042	12.550	-0.105	0.873	-43.633	-0.0025	0.021	-1.042
12.560	-0.105	0.873	43.633	-0.0025	0.021	1.042	12.560	-0.105	0.000	-43.633	-0.0025	0.000	-1.042
12.570	-0.087	0.873	-43.633	-0.0021	0.021	-1.042	12.570	-0.105	0.000	43.633	-0.0025	0.000	1.042
12.580	-0.087	0.000	-3.886E-14	-0.0021	0.000	1.214E-15	12.580	-0.105	0.873	43.633	-0.0025	0.021	1.042
12.590	-0.087	0.873	43.633	-0.0021	0.021	1.042	12.590	-0.087	0.873	-43.633	-0.0021	0.021	-1.042
12.600	-0.070	0.873	-43.633	-0.0017	0.021	-1.042	12.600	-0.087	0.000	-3.914E-12	-0.0021	0.000	-9.142E-14
12.610	-0.070	0.000	-43.633	-0.0017	0.000	-1.042	12.610	-0.087	0.873	43.633	-0.0021	0.021	1.042
12.620	-0.070	0.000	43.633	-0.0017	0.000	1.042	12.620	-0.070	0.873	3.875E-12	-0.0017	0.021	9.263E-14
12.630	-0.070	0.873	43.633	-0.0017	0.021	1.042	12.630	-0.070	0.873	3.875E-12	-0.0017	0.021	9.263E-14
12.640	-0.052	0.873	1.665E-14	-0.0012	0.021	-6.939E-16	12.640	-0.052	0.873	-43.633	-0.0012	0.021	-1.042
12.650	-0.052	0.873	1.665E-14	-0.0012	0.021	-6.939E-16	12.650	-0.052	0.000	-43.633	-0.0012	0.000	-1.042
12.660	-0.035	0.873	-43.633	-8.3333E-4	0.021	-1.042	12.660	-0.052	0.000	43.633	-0.0012	0.000	1.042
12.670	-0.035	0.000	-5.551E-15	-8.3333E-4	0.000	3.469E-16	12.670	-0.052	0.873	43.633	-0.0012	0.021	1.042
12.680	-0.035	0.873	43.633	-8.3333E-4	0.021	1.042	12.680	-0.035	0.873	-43.633	-8.3333E-4	0.021	-1.042
12.690	-0.017	0.873	-43.633	-4.1667E-4	0.021	-1.042	12.690	-0.035	0.000	-3.880E-12	-8.3333E-4	0.000	-9.211E-14
12.700	-0.017	0.000	3.875E-12	-4.1667E-4	0.000	9.246E-14	12.700	-0.035	0.873	43.633	-8.3333E-4	0.021	1.042
12.710	-0.017	0.873	43.633	-4.1667E-4	0.021	1.042	12.710	-0.017	0.873	-43.633	-4.1667E-4	0.021	-1.042
12.720	0.000	0.873	-43.633	0.0000	0.021	-1.042	12.720	-0.017	0.000	0.000	-4.1667E-4	0.000	0.000
12.730	0.000	0.000	0.000	0.0000	0.000	0.000	12.730	-0.017	0.873	43.633	-4.1667E-4	0.021	1.042
12.740	0.000	0.873	43.633	0.0000	0.021	1.042	12.740	0.000	0.873	-43.633	0.0000	0.021	-1.042
12.750	0.017	0.873	-43.633	4.1667E-4	0.021	-1.042	12.750	0.000	0.000	0.000	0.0000	0.000	0.000
12.760	0.017	0.000	-3.875E-12	4.1667E-4	0.000	-9.246E-14	12.760	0.000	0.873	43.633	0.0000	0.021	1.042
12.770	0.017	0.873	43.633	4.1667E-4	0.021	1.042	12.770	0.017	0.873	-43.633	4.1667E-4	0.021	-1.042
12.780	0.035	0.873	-43.633	8.3333E-4	0.021	-1.042	12.780	0.017	0.000	-43.633	4.1667E-4	0.000	-1.042
12.790	0.035	0.000	3.880E-12	8.3333E-4	0.000	9.211E-14	12.790	0.017	0.000	43.633	4.1667E-4	0.000	1.042
12.800	0.035	0.873	43.633	8.3333E-4	0.021	1.042	12.800	0.017	0.873	43.633	4.1667E-4	0.021	1.042
12.810	0.052	0.873	-43.633	0.0012	0.021	-1.042	12.810	0.035	0.873	-43.633	8.3333E-4	0.021	-1.042
12.820	0.052	0.000	-1.665E-14	0.0012	0.000	6.939E-16	12.820	0.035	0.000	-43.633	8.3333E-4	0.000	-1.042
12.830	0.052	0.873	43.633	0.0012	0.021	1.042	12.830	0.035	0.000	0.000	8.3333E-4	0.000	0.000
12.840	0.070	0.873	-43.633	0.0017	0.021	-1.042	12.840	0.035	0.000	43.633	8.3333E-4	0.000	1.042
12.850	0.070	0.000	-3.875E-12	0.0017	0.000	-9.263E-14	12.850	0.035	0.873	43.633	8.3333E-4	0.021	1.042
12.860	0.070	0.873	43.633	0.0017	0.021	1.042	12.860	0.052	0.873	-43.633	0.0012	0.021	-1.042
12.870	0.087	0.873	-43.633	0.0021	0.021	-1.042	12.870	0.052	0.000	-43.633	0.0012	0.000	-1.042
12.880	0.087	0.000	3.914E-12	0.0021	0.000	9.142E-14	12.880	0.052	0.000	0.000	0.0012	0.000	0.000
12.890	0.087	0.873	43.633	0.0021	0.021	1.042	12.890	0.052	0.000	43.633	0.0012	0.000	1.042
12.900	0.105	0.873	-43.633	0.0025	0.021	-1.042	12.900	0.052	0.873	43.633	0.0012	0.021	1.042
12.910	0.105	0.000	-43.633	0.0025	0.000	-1.042	12.910	0.070	0.873	-43.633	0.0017	0.021	-1.042
12.920	0.105	0.000	43.633	0.0025	0.000	1.042	12.920	0.070	0.000	-43.633	0.0017	0.000	-1.042
12.930	0.105	0.873	43.633	0.0025	0.021	1.042	12.930	0.070	0.000	0.000	0.0017	0.000	0.000
12.940	0.122	0.873	-43.633	0.0029	0.021	-1.042	12.940	0.070	0.000	0.000	0.0017	0.000	0.000
12.950	0.122	0.000	-43.633	0.0029	0.000	-1.042	12.950	0.070	0.000	0.000	0.0017	0.000	0.000
12.960	0.122	0.000	43.633	0.0029	0.000	1.042	12.960	0.070	0.000	0.000	0.0017	0.000	0.000
12.970	0.122	0.873	43.633	0.0029	0.021	1.042	12.970	0.070	0.000	0.000	0.0017	0.000	0.000
12.980	0.140	0.873	-43.633	0.0033	0.021	-1.042	12.980	0.070	0.000	0.000	0.0017	0.000	0.000
12.990	0.140	0.000	-43.633	0.0033	0.000	-1.042	12.990	0.070	0.000	0.000	0.0017	0.000	0.000
13.000	0.140	0.000	0.000	0.0033	0.000	0.000	13.000	0.070	0.000	0.000	0.0017	0.000	0.000
13.010	0.140	0.000	0.000	0.0033	0.000	0.000	13.010	0.070	0.000	0.000	0.0017	0.000	0.000
13.020	0.140	0.000	43.633	0.0033	0.000	1.042	13.020	0.070	0.000	0.000	0.0017	0.000	0.000
13.030	0.140	0.873	43.633	0.0033	0.021	1.042	13.030	0.070	0.000	0.000	0.0017	0.000	0.000
13.040	0.157	0.873	-43.633	0.0037	0.021	-1.042	13.040	0.070	0.000	0.000	0.0017	0.000	0.000
13.050	0.157	0.000	-43.633	0.0037	0.000	-1.042	13.050	0.070	0.000	0.000	0.0017	0.000	0.000
13.060	0.157	0.000	0.000	0.0037	0.000	0.000	13.060	0.070	0.000	0.000	0.0017	0.000	0.000
13.070	0.157	0.000	0.000	0.0037	0.000	0.000	13.070	0.070	0.000	0.000	0.0017	0.000	0.000
13.080	0.157	0.000	0.000	0.0037	0.000	0.000	13.080	0.070	0.000	0.000	0.0017	0.000	0.000
13.090	0.157	0.000	0.000	0.0037	0.000	0.000	13.090	0.070	0.000	0.000	0.0017	0.000	0.000
13.100	0.157	0.000	0.000	0.0037	0.000	0.000	13.100	0.070	0.000	0.000	0.0017	0.000	0.000
13.110	0.157	0.000	0.000	0.0037	0.000	0.000	13.110	0.070	0.000	0.000	0.0017	0.000	0.000
13.120	0.157	0.000	0.000	0.0037	0.000	0.000	13.120	0.070	0.000	0.000	0.0017	0.000	0.000
13.130	0.157	0.000	0.000	0.0037	0.000	0.000	13.130	0.070	0.000	-43.633	0.0017	0.000	-1.042
13.140	0.157	0.000	0.000	0.0037	0.000	0.000	13.140	0.070	-0.873	-43.633	0.0017	-0.021	-1.042
13.150	0.157	0.000	0.000	0.0037	0.000	0.000	13.150	0.052	-0.873	43.633	0.0012	-0.021	1.042
13.160	0.157	0.000	0.000	0.0037	0.000	0.000	13.160	0.052	0.000	43.633	0.0012	0.000	1.042
13.170	0.157	0.000	0.000	0.0037	0.000	0.000	13.170	0.052	0.000	0.000	0.0012	0.000	0.000
13.180	0.157	0.000	0.000	0.0037	0.000	0.000	13.180	0.052	0.000	0.000	0.0012	0.000	0.000
13.190	0.157	0.000	0.000	0.0037	0.000	0.000	13.190	0.052	0.000	-43.633	0.0012	0.000	-1.042
13.200	0.157	0.000	0.000	0.0037	0.000	0.000	13.200	0.052	-0.873	-43.633	0.0012	-0.021	-1.042
13.210	0.157	0.000	0.000	0.0037	0.000	0.000	13.210	0.035	-0.873	43.633	8.3333E-4	-0.021	1.042
13.220	0.157	0.000	0.000	0.0037	0.000	0.000	13.220	0.035	0.000	43.633	8.3333E-4	0.000	1.042
13.230	0.157	0.000	-43.633	0.0037	0.000	-1.042	13.230	0.035	0.000	-43.633	8.3333E-4	0.000	-1.042
13.240	0.157	-0.873	-43.633	0.0037	-0.021	-1.042	13.240	0.035	-0.873	-43.633	8.3333E-4	-0.021	-1.042
13.250	0.140	-0.873	43.633	0.0033	-0.021	1.042	13.250	0.017	-0.873	43.633	4.1667E-4	-0.021	1.042
13.260	0.140	0.000	43.633	0.0033	0.000	1.042	13.260	0.017	0.000	43.633	4.1667E-4	0.000	1.042
13.270	0.140	0.000	0.000	0.0033	0.000	0.000	13.270	0.017	0.000	-43.633	4.1667E-4	0.000	-1.042
13.280	0.140	0.000	-43.633	0.0033	0.000	-1.042	13.280	0.017	-0.873	-43.633	4.1667E-4	-0.021	-1.042
13.290	0.140	-0.873	-43.633	0.0033	-0.021	-1.042	13.290	0.000	-0.873	43.633	0.0000	-0.021	1.042
13.300	0.122	-0.873	43.633	0.0029	-0.021	1.042	13.300	0.000	0.000	0.000	0.0000	0.000	0.000
13.310	0.122	0.000	43.633	0.0029	0.000	1.042	13.310	0.000	-0.873	-43.633	0.0000	-0.021	-1.042
13.320	0.122	0.000	0.000	0.0029	0.000	0.000	13.320	-0.017	-0.873	43.633	-4.1667E-4	-0.021	1.042
13.330	0.122	0.000	-43.633	0.0029	0.000	-1.042	13.330	-0.017	0.000	0.000	-4.1667E-4	0.000	0.000
13.340	0.122	-0.873	-43.633	0.0029	-0.021	-1.042	13.340	-0.017	-0.873	-43.633	-4.1667E-4	-0.021	-1.042
13.350	0.105	-0.873	43.633	0.0025	-0.021	1.042	13.350	-0.035	-0.873	43.633	-8.3333E-4	-0.021	1.042
13.360	0.105	0.000	43.633	0.0025	0.000	1.042	13.360	-0.035	0.000	43.633	-8.3333E-4	0.000	1.042
13.370	0.105	0.000	-43.633	0.0025	0.000	-1.042	13.370	-0.035	0.000	-43.633	-8.3333E-4	0.000	-1.042
13.380	0.105	-0.873	-43.633	0.0025	-0.021	-1.042	13.380	-0.035	-0.873	-43.633	-8.3333E-4	-0.021	-1.042
13.390	0.087	-0.873	43.633	0.0021	-0.021	1.042	13.390	-0.052	-0.873	43.633	-0.0012	-0.021	1.042
13.400	0.087	0.000	3.886E-14	0.0021	0.000	-1.214E-15	13.400	-0.052	0.000	1.665E-14	-0.0012	0.000	-6.939E-16
13.410	0.087	-0.873	-43.633	0.0021	-0.021	-1.042	13.410	-0.052	-0.873	-43.633	-0.0012	-0.021	-1.042
13.420	0.070	-0.873	43.633	0.0017	-0.021	1.042	13.420	-0.070	-0.873	43.633	-0.0017	-0.021	1.042
13.430	0.070	0.000	3.875E-12	0.0017	0.000	9.263E-14	13.430	-0.070	0.000	3.875E-12	-0.0017	0.000	9.263E-14
13.440	0.070	-0.873	-43.633	0.0017	-0.021	-1.042	13.440	-0.070	-0.873	-43.633	-0.0017	-0.021	-1.042
13.450	0.052	-0.873	43.633	0.0012	-0.021	1.042	13.450	-0.087	-0.873	43.633	-0.0021	-0.021	1.042
13.460	0.052	0.000	43.633	0.0012	0.000	1.042	13.460	-0.087	0.000	-3.914E-12	-0.0021	0.000	-9.142E-14
13.470	0.052	0.000	-43.633	0.0012	0.000	-1.042	13.470	-0.087	-0.873	-43.633	-0.0021	-0.021	-1.042
13.480	0.052	-0.873	-43.633	0.0012	-0.021	-1.042	13.480	-0.105	-0.873	43.633	-0.0025	-0.021	1.042
13.490	0.035	-0.873	43.633	8.3333E-4	-0.021	1.042	13.490	-0.105	0.000	3.886E-14	-0.0025	0.000	-1.214E-15
13.500	0.035	0.000	5.551E-15	8.3333E-4	0.000	-3.469E-16	13.500	-0.105	-0.873	-43.633	-0.0025	-0.021	-1.042
13.510	0.035	-0.873	-43.633	8.3333E-4	-0.021	-1.042	13.510	-0.122	-0.873	43.633	-0.0029	-0.021	1.042
13.520	0.017	-0.873	43.633	4.1667E-4	-0.021	1.042	13.520	-0.122	0.000	3.875E-12	-0.0029	0.000	9.263E-14
13.530	0.017	0.000	-3.875E-12	4.1667E-4	0.000	-9.246E-14	13.530	-0.122	-0.873	-43.633	-0.0029	-0.021	-1.042
13.540	0.017	-0.873	-43.633	4.1667E-4	-0.021	-1.042	13.540	-0.140	-0.873	43.633	-0.0033	-0.021	1.042
13.550	0.000	-0.873	0.000	0.0000	-0.021	0.000	13.550	-0.140	0.000	-3.886E-14	-0.0033	0.000	0.000
13.560	0.000	-0.873	0.000	0.0000	-0.021	0.000	13.560	-0.140	-0.873	-43.633	-0.0033	-0.021	-1.042
13.570	-0.017	-0.873	43.633	-4.1667E-4	-0.021	1.042	13.570	-0.157	-0.873	43.633	-0.0037	-0.021	1.042
13.580	-0.017	0.000	0.000	-4.1667E-4	0.000	0.000	13.580	-0.157	0.000	43.633	-0.0037	0.000	1.042
13.590	-0.017	-0.873	-43.633	-4.1667E-4	-0.021	-1.042	13.590	-0.157	0.000	-43.633	-0.0037	0.000	-1.042
13.600	-0.035	-0.873	43.633	-8.3333E-4	-0.021	1.042	13.600	-0.157	-0.873	-43.633	-0.0037	-0.021	-1.042
13.610	-0.035	0.000	43.633	-8.3333E-4	0.000	1.042	13.610	-0.175	-0.873	43.633	-0.0042	-0.021	1.042
13.620	-0.035	0.000	-43.633	-8.3333E-4	0.000	-1.042	13.620	-0.175	0.000	43.633	-0.0042	0.000	1.042
13.630	-0.035	-0.873	-43.633	-8.3333E-4	-0.021	-1.042	13.630	-0.175	0.000	0.000	-0.0042	0.000	0.000
13.640	-0.052	-0.873	43.633	-0.0012	-0.021	1.042	13.640	-0.175	0.000	-43.633	-0.0042	0.000	-1.042
13.650	-0.052	0.000	1.665E-14	-0.0012	0.000	-6.939E-16	13.650	-0.175	-0.873	-43.633	-0.0042	-0.021	-1.042
13.660	-0.052	-0.873	-43.633	-0.0012	-0.021	-1.042	13.660	-0.192	-0.873	43.633	-0.0046	-0.021	1.042
13.670	-0.070	-0.873	43.633	-0.0017	-0.021	1.042	13.670	-0.192	0.000	43.633	-0.0046	0.000	1.042
13.680	-0.070	0.000	3.875E-12	-0.0017	0.000	9.263E-14	13.680	-0.192	0.000	0.000	-0.0046	0.000	0.000
13.690	-0.070	-0.873	-43.633	-0.0017	-0.021	-1.042	13.690	-0.192	0.000	-43.633	-0.0046	0.000	-1.042
13.700	-0.087	-0.873	43.633	-0.0021	-0.021	1.042	13.700	-0.192	-0.873	-43.633	-0.0046	-0.021	-1.042
13.710	-0.087	0.000	43.633	-0.0021	0.000	1.042	13.710	-0.209	-0.873	43.633	-0.0050	-0.021	1.042
13.720	-0.087	0.000	-43.633	-0.0021	0.000	-1.042	13.720	-0.209	0.000	43.633	-0.0050	0.000	1.042
13.730	-0.087	-0.873	-43.633	-0.0021	-0.021	-1.042	13.730	-0.209	0.000	0.000	-0.0050	0.000	0.000
13.740	-0.105	-0.873	43.633	-0.0025	-0.021	1.042	13.740	-0.209	0.000	0.000	-0.0050	0.000	0.000
13.750	-0.105	0.000	43.633	-0.0025	0.000	1.042	13.750	-0.209	0.000	0.000	-0.0050	0.000	0.000
13.760	-0.105	0.000	0.000	-0.0025	0.000	0.000	13.760	-0.209	0.000	0.000	-0.0050	0.000	0.000
13.770	-0.105	0.000	-43.633	-0.0025	0.000	-1.042	13.770	-0.209	0.000	0.000	-0.0050	0.000	0.000
13.780	-0.105	-0.873	-43.633	-0.0025	-0.021	-1.042	13.780	-0.209	0.000	0.000	-0.0050	0.000	0.000
13.790	-0.122	-0.873	43.633	-0.0029	-0.021	1.042	13.790	-0.209	0.000	0.000	-0.0050	0.000	0.000
13.800	-0.122	0.000	43.633	-0.0029	0.000	1.042	13.800	-0.209	0.000	0.000	-0.0050	0.000	0.000
13.810	-0.122	0.000	0.000	-0.0029	0.000	0.000	13.810	-0.209	0.000	0.000	-0.0050	0.000	0.000
13.820	-0.122	0.000	0.000	-0.0029	0.000	0.000	13.820	-0.209	0.000	0.000	-0.0050	0.000	0.000
13.830	-0.122	0.000	0.000	-0.0029	0.000	0.000	13.830	-0.209	0.000	0.000	-0.0050	0.000	0.000
13.840	-0.122	0.000	-43.633	-0.0029	0.000	-1.042	13.840	-0.209	0.000	0.000	-0.0050	0.000	0.000
13.850	-0.122	-0.873	-43.633	-0.0029	-0.021	-1.042	13.850	-0.209	0.000	0.000	-0.0050	0.000	0.000
13.860	-0.140	-0.873	43.633	-0.0033	-0.021	1.042	13.860	-0.209	0.000	0.000	-0.0050	0.000	0.000
13.870	-0.140	0.000	43.633	-0.0033	0.000	1.042	13.870	-0.209	0.000	0.000	-0.0050	0.000	0.000
13.880	-0.140	0.000	0.000	-0.0033	0.000	0.000	13.880	-0.209	0.000	0.000	-0.0050	0.000	0.000
13.890	-0.140	0.000	0.000	-0.0033	0.000	0.000	13.890	-0.209	0.000	0.000	-0.0050	0.000	0.000
13.900	-0.140	0.000	0.000	-0.0033	0.000	0.000	13.900	-0.209	0.000	0.000	-0.0050	0.000	0.000
13.910	-0.140	0.000	0.000	-0.0033	0.000	0.000	13.910	-0.209	0.000	0.000	-0.0050	0.000	0.000
13.920	-0.140	0.000	0.000	-0.0033	0.000	0.000	13.920	-0.209	0.000	43.633	-0.0050	0.000	1.042
13.930	-0.140	0.000	0.000	-0.0033	0.000	0.000	13.930	-0.209	0.873	43.633	-0.0050	0.021	1.042
13.940	-0.140	0.000	0.000	-0.0033	0.000	0.000	13.940	-0.192	0.873	-43.633	-0.0046	0.021	-1.042
13.950	-0.140	0.000	0.000	-0.0033	0.000	0.000	13.950	-0.192	0.000	-43.633	-0.0046	0.000	-1.042
13.960	-0.140	0.000	0.000	-0.0033	0.000	0.000	13.960	-0.192	0.000	0.000	-0.0046	0.000	0.000
13.970	-0.140	0.000	0.000	-0.0033	0.000	0.000	13.970	-0.192	0.000	0.000	-0.0046	0.000	0.000
13.980	-0.140	0.000	0.000	-0.0033	0.000	0.000	13.980	-0.192	0.000	43.633	-0.0046	0.000	1.042
13.990	-0.140	0.000	0.000	-0.0033	0.000	0.000	13.990	-0.192	0.873	43.633	-0.0046	0.021	1.042
14.000	-0.140	0.000	0.000	-0.0033	0.000	0.000	14.000	-0.175	0.873	-43.633	-0.0042	0.021	-1.042
14.010	-0.140	0.000	43.633	-0.0033	0.000	1.042	14.010	-0.175	0.000	-43.633	-0.0042	0.000	-1.042
14.020	-0.140	0.873	43.633	-0.0033	0.021	1.042	14.020	-0.175	0.000	43.633	-0.0042	0.000	1.042
14.030	-0.122	0.873	-43.633	-0.0029	0.021	-1.042	14.030	-0.175	0.873	43.633	-0.0042	0.021	1.042
14.040	-0.122	0.000	-43.633	-0.0029	0.000	-1.042	14.040	-0.157	0.873	-43.633	-0.0037	0.021	-1.042
14.050	-0.122	0.000	0.000	-0.0029	0.000	0.000	14.050	-0.157	0.000	-43.633	-0.0037	0.000	-1.042
14.060	-0.122	0.000	0.000	-0.0029	0.000	0.000	14.060	-0.157	0.000	43.633	-0.0037	0.000	1.042
14.070	-0.122	0.000	0.000	-0.0029	0.000	0.000	14.070	-0.157	0.873	43.633	-0.0037	0.021	1.042
14.080	-0.122	0.000	43.633	-0.0029	0.000	1.042	14.080	-0.140	0.873	-43.633	-0.0033	0.021	-1.042
14.090	-0.122	0.873	43.633	-0.0029	0.021	1.042	14.090	-0.140	0.000	-3.886E-14	-0.0033	0.000	0.000
14.100	-0.105	0.873	-43.633	-0.0025	0.021	-1.042	14.100	-0.140	0.873	43.633	-0.0033	0.021	1.042
14.110	-0.105	0.000	-43.633	-0.0025	0.000	-1.042	14.110	-0.122	0.873	-43.633	-0.0029	0.021	-1.042
14.120	-0.105	0.000	0.000	-0.0025	0.000	0.000	14.120	-0.122	0.000	-43.633	-0.0029	0.000	-1.042
14.130	-0.105	0.000	43.633	-0.0025	0.000	1.042	14.130	-0.122	0.000	43.633	-0.0029	0.000	1.042
14.140	-0.105	0.873	43.633	-0.0025	0.021	1.042	14.140	-0.122	0.873	43.633	-0.0029	0.021	1.042
14.150	-0.087	0.873	-43.633	-0.0021	0.021	-1.042	14.150	-0.105	0.873	-43.633	-0.0025	0.021	-1.042
14.160	-0.087	0.000	-43.633	-0.0021	0.000	-1.042	14.160	-0.105	0.000	3.886E-14	-0.0025	0.000	-1.214E-15
14.170	-0.087	0.000	43.633	-0.0021	0.000	1.042	14.170	-0.105	0.873	43.633	-0.0025	0.021	1.042
14.180	-0.087	0.873	43.633	-0.0021	0.021	1.042	14.180	-0.087	0.873	-43.633	-0.0021	0.021	-1.042
14.190	-0.070	0.873	-43.633	-0.0017	0.021	-1.042	14.190	-0.087	0.000	-3.914E-12	-0.0021	0.000	-9.142E-14
14.200	-0.070	0.000	3.875E-12	-0.0017	0.000	9.263E-14	14.200	-0.087	0.873	43.633	-0.0021	0.021	1.042
14.210	-0.070	0.873	43.633	-0.0017	0.021	1.042	14.210	-0.070	0.873	-43.633	-0.0017	0.021	-1.042
14.220	-0.052	0.873	-43.633	-0.0012	0.021	-1.042	14.220	-0.070	0.000	0.000	-0.0017	0.000	0.000
14.230	-0.052	0.000	-43.633	-0.0012	0.000	-1.042	14.230	-0.070	0.873	43.633	-0.0017	0.021	1.042
14.240	-0.052	0.000	43.633	-0.0012	0.000	1.042	14.240	-0.052	0.873	-43.633	-0.0012	0.021	-1.042
14.250	-0.052	0.873	43.633	-0.0012	0.021	1.042	14.250	-0.052	0.000	1.665E-14	-0.0012	0.000	-6.939E-16
14.260	-0.035	0.873	-43.633	-8.3333E-4	0.021	-1.042	14.260	-0.052	0.873	43.633	-0.0012	0.021	1.042
14.270	-0.035	0.000	-3.880E-12	-8.3333E-4	0.000	-9.211E-14	14.270	-0.035	0.873	-43.633	-8.3333E-4	0.021	-1.042
14.280	-0.035	0.873	43.633	-8.3333E-4	0.021	1.042	14.280	-0.035	0.000	3.869E-12	-8.3333E-4	0.000	9.281E-14
14.290	-0.017	0.873	-43.633	-4.1667E-4	0.021	-1.042	14.290	-0.035	0.873	43.633	-8.3333E-4	0.021	1.042
14.300	-0.017	0.000	0.000	-4.1667E-4	0.000	0.000	14.300	-0.017	0.873	-43.633	-4.1667E-4	0.021	-1.042
14.310	-0.017	0.873	43.633	-4.1667E-4	0.021	1.042	14.310	-0.017	0.000	0.000	-4.1667E-4	0.000	0.000
14.320	0.000	0.873	-43.633	0.0000	0.021	-1.042	14.320	-0.017	0.873	43.633	-4.1667E-4	0.021	1.042
14.330	0.000	0.000	0.000	0.0000	0.000	0.000	14.330	0.000	0.873	-43.633	0.0000	0.021	-1.042
14.340	0.000	0.873	43.633	0.0000	0.021	1.042	14.340	0.000	0.000	-43.633	0.0000	0.000	-1.042
14.350	0.017	0.873	-43.633	4.1667E-4	0.021	-1.042	14.350	0.000	0.000	43.633	0.0000	0.000	1.042
14.360	0.017	0.000	-3.875E-12	4.1667E-4	0.000	-9.246E-14	14.360	0.000	0.873	43.633	0.0000	0.021	1.042
14.370	0.017	0.873	43.633	4.1667E-4	0.021	1.042	14.370	0.017	0.873	-43.633	4.1667E-4	0.021	-1.042
14.380	0.035	0.873	-43.633	8.3333E-4	0.021	-1.042	14.380	0.017	0.000	3.875E-12	4.1667E-4	0.000	9.246E-14
14.390	0.035	0.000	-43.633	8.3333E-4	0.000	-1.042	14.390	0.017	0.873	43.633	4.1667E-4	0.021	1.042
14.400	0.035	0.000	43.633	8.3333E-4	0.000	1.042	14.400	0.035	0.873	-43.633	8.3333E-4	0.021	-1.042
14.410	0.035	0.873	43.633	8.3333E-4	0.021	1.042	14.410	0.035	0.000	-43.633	8.3333E-4	0.000	-1.042
14.420	0.052	0.873	-43.633	0.0012	0.021	-1.042	14.420	0.035	0.000	0.000	8.3333E-4	0.000	0.000
14.430	0.052	0.000	-3.891E-12	0.0012	0.000	-9.194E-14	14.430	0.035	0.000	43.633	8.3333E-4	0.000	1.042
14.440	0.052	0.873	43.633	0.0012	0.021	1.042	14.440	0.035	0.873	43.633	8.3333E-4	0.021	1.042
14.450	0.070	0.873	-43.633	0.0017	0.021	-1.042	14.450	0.052	0.873	-43.633	0.0012	0.021	-1.042
14.460	0.070	0.000	-43.633	0.0017	0.000	-1.042	14.460	0.052	0.000	-43.633	0.0012	0.000	-1.042
14.470	0.070	0.000	43.633	0.0017	0.000	1.042	14.470	0.052	0.000	0.000	0.0012	0.000	0.000
14.480	0.070	0.873	43.633	0.0017	0.021	1.042	14.480	0.052	0.000	43.633	0.0012	0.000	1.042
14.490	0.087	0.873	-43.633	0.0021	0.021	-1.042	14.490	0.052	0.873	43.633	0.0012	0.021	1.042
14.500	0.087	0.000	-43.633	0.0021	0.000	-1.042	14.500	0.070	0.873	-43.633	0.0017	0.021	-1.042
14.510	0.087	0.000	43.633	0.0021	0.000	1.042	14.510	0.070	0.000	-43.633	0.0017	0.000	-1.042
14.520	0.087	0.873	43.633	0.0021	0.021	1.042	14.520	0.070	0.000	0.000	0.0017	0.000	0.000
14.530	0.105	0.873	-43.633	0.0025	0.021	-1.042	14.530	0.070	0.000	0.000	0.0017	0.000	0.000
14.540	0.105	0.000	-43.633	0.0025	0.000	-1.042	14.540	0.070	0.000	0.000	0.0017	0.000	0.000
14.550	0.105	0.000	0.000	0.0025	0.000	0.000	14.550	0.070	0.000	0.000	0.0017	0.000	0.000
14.560	0.105	0.000	43.633	0.0025	0.000	1.042	14.560	0.070	0.000	0.000	0.0017	0.000	0.000
14.570	0.105	0.873	43.633	0.0025	0.021	1.042	14.570	0.070	0.000	0.000	0.0017	0.000	0.000
14.580	0.122	0.873	-43.633	0.0029	0.021	-1.042	14.580	0.070	0.000	0.000	0.0017	0.000	0.000
14.590	0.122	0.000	-43.633	0.0029	0.000	-1.042	14.590	0.070	0.000	0.000	0.0017	0.000	0.000
14.600	0.122	0.000	0.000	0.0029	0.000	0.000	14.600	0.070	0.000	0.000	0.0017	0.000	0.000
14.610	0.122	0.000	0.000	0.0029	0.000	0.000	14.610	0.070	0.000	0.000	0.0017	0.000	0.000
14.620	0.122	0.000	43.633	0.0029	0.000	1.042	14.620	0.070	0.000	0.000	0.0017	0.000	0.000
14.630	0.122	0.873	43.633	0.0029	0.021	1.042	14.630	0.070	0.000	0.000	0.0017	0.000	0.000
14.640	0.140	0.873	-43.633	0.0033	0.021	-1.042	14.640	0.070	0.000	0.000	0.0017	0.000	0.000
14.650	0.140	0.000	-43.633	0.0033	0.000	-1.042	14.650	0.070	0.000	0.000	0.0017	0.000	0.000
14.660	0.140	0.000	0.000	0.0033	0.000	0.000	14.660	0.070	0.000	0.000	0.0017	0.000	0.000
